,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,poutcome,deposit,p_recency
3047,37.0,management,married,tertiary,no,3556,no,no,cellular,9,nov,268,unknown,1,None
3048,26.0,management,single,tertiary,no,3944,yes,no,cellular,14,may,974,unknown,1,None
3049,40.0,technician,single,tertiary,no,1175,no,no,cellular,14,apr,184,unknown,1,None
3050,46.0,admin.,married,secondary,no,974,no,no,cellular,17,mar,178,unknown,1,None
3051,74.0,retired,divorced,secondary,no,4079,no,no,cellular,19,oct,343,unknown,1,None
3052,35.0,services,single,tertiary,no,0,no,no,cellular,3,jul,704,unknown,1,None
3053,50.0,unemployed,married,secondary,no,3357,no,no,cellular,9,jun,239,unknown,1,None
3054,54.0,management,married,primary,no,2587,no,no,cellular,2,jun,236,unknown,1,None
3055,35.0,management,divorced,tertiary,no,434,yes,no,cellular,13,aug,1314,unknown,1,None
3056,36.0,unemployed,single,tertiary,no,1291,no,no,cellular,3,feb,298,unknown,1,None
3057,30.0,blue-collar,single,secondary,no,315,no,no,cellular,23,jun,1407,unknown,1,None
3058,36.0,services,married,secondary,no,394,no,no,cellular,5,aug,324,unknown,1,None
3059,41.0,management,married,tertiary,no,5561,no,no,cellular,20,aug,649,unknown,1,None
3060,39.0,entrepreneur,married,primary,no,437,yes,no,unknown,27,oct,150,unknown,1,None
3061,34.0,services,single,tertiary,no,3119,no,no,cellular,16,oct,306,unknown,1,None
3062,32.0,services,married,secondary,no,264,yes,yes,cellular,19,nov,1502,unknown,1,None
3063,35.0,unemployed,married,primary,no,3285,no,no,cellular,21,nov,1555,unknown,1,None
3064,50.0,management,married,tertiary,no,1396,no,no,cellular,25,aug,731,unknown,1,None
3065,28.0,services,married,secondary,no,510,yes,yes,cellular,8,jul,1767,unknown,1,None
3066,32.0,blue-collar,married,primary,no,634,no,no,cellular,29,jan,696,unknown,1,None
3067,30.0,management,single,tertiary,no,4210,no,no,cellular,12,aug,796,unknown,1,None
3068,59.0,retired,married,secondary,no,0,no,no,unknown,5,jun,812,unknown,1,None
3069,35.0,technician,divorced,secondary,no,84,yes,yes,cellular,6,may,954,unknown,1,None
3070,30.0,blue-collar,married,secondary,no,278,yes,yes,unknown,23,may,1073,unknown,1,None
3071,63.0,retired,married,secondary,no,1612,no,no,telephone,17,feb,233,unknown,1,None
3072,35.0,technician,single,secondary,no,204,yes,no,cellular,25,may,236,unknown,1,None
3073,43.0,unemployed,divorced,secondary,no,1854,no,no,cellular,30,apr,323,unknown,1,None
3074,27.0,technician,single,tertiary,no,4661,no,no,cellular,8,apr,114,unknown,1,None
3075,80.0,retired,married,primary,no,1468,no,no,cellular,13,jan,330,unknown,1,None
3076,57.0,blue-collar,married,secondary,no,2887,no,no,cellular,21,aug,819,unknown,1,None
3077,65.0,retired,married,primary,no,1760,no,no,cellular,18,aug,855,unknown,1,None
3078,29.0,technician,married,secondary,no,95,no,yes,cellular,3,feb,172,unknown,1,None
3079,31.0,management,single,secondary,no,360,yes,no,cellular,18,may,309,unknown,1,None
3080,38.0,self-employed,single,tertiary,no,605,no,no,telephone,18,jun,1603,unknown,1,None
3081,30.0,management,single,tertiary,no,376,yes,no,cellular,21,nov,710,unknown,1,None
3082,45.0,unemployed,married,secondary,no,891,yes,no,unknown,7,jan,118,unknown,1,None
3083,51.0,blue-collar,married,primary,no,541,no,no,cellular,11,aug,663,unknown,1,None
3084,38.0,management,married,unknown,no,3576,no,no,cellular,26,may,579,unknown,1,None
3085,25.0,student,single,secondary,no,2354,no,no,cellular,5,feb,226,unknown,1,None
3086,37.0,services,married,secondary,no,775,no,no,cellular,14,aug,150,unknown,1,None
3087,38.0,blue-collar,married,secondary,no,622,yes,no,unknown,21,may,611,unknown,1,None
3088,37.0,technician,single,secondary,no,4,no,no,cellular,11,aug,933,unknown,1,None
3089,34.0,management,single,tertiary,no,5,no,no,cellular,18,aug,370,unknown,1,None
3090,49.0,technician,divorced,tertiary,no,1807,yes,no,cellular,12,mar,229,unknown,1,None
3091,62.0,housemaid,married,secondary,no,2,no,no,cellular,3,nov,322,unknown,1,None
3092,33.0,services,single,unknown,no,2297,no,no,cellular,27,jul,527,unknown,1,None
3093,19.0,student,single,unknown,no,779,no,no,cellular,1,apr,184,unknown,1,None
3094,25.0,student,single,secondary,no,108,no,no,cellular,29,apr,305,unknown,1,None
3095,38.0,technician,single,tertiary,no,110,no,no,unknown,17,jun,1051,unknown,1,None
3096,31.0,technician,single,tertiary,no,13711,yes,no,cellular,20,nov,1532,unknown,1,None
3097,24.0,student,single,tertiary,no,3415,no,no,cellular,27,apr,97,unknown,1,None
3098,24.0,self-employed,single,tertiary,no,2376,no,no,cellular,27,apr,122,unknown,1,None
3099,26.0,technician,single,secondary,no,181,no,no,cellular,20,apr,158,unknown,1,None
3100,73.0,retired,married,tertiary,no,448,no,no,cellular,24,mar,136,unknown,1,None
3101,29.0,entrepreneur,married,secondary,no,714,yes,yes,cellular,13,may,482,unknown,1,None
3102,60.0,management,married,tertiary,no,2281,no,no,cellular,5,feb,230,unknown,1,None
3103,53.0,management,divorced,tertiary,no,2679,no,no,cellular,20,nov,295,unknown,1,None
3104,62.0,retired,married,secondary,no,1495,no,no,cellular,2,feb,265,unknown,1,None
3105,33.0,management,single,tertiary,no,1304,yes,no,cellular,18,may,536,unknown,1,None
3106,36.0,housemaid,married,primary,no,78,yes,no,telephone,30,jul,2692,unknown,1,None
3107,46.0,services,married,primary,no,437,yes,no,cellular,13,may,546,unknown,1,None
3108,37.0,housemaid,married,secondary,no,7433,no,yes,cellular,5,feb,630,unknown,1,None
3109,53.0,blue-collar,married,secondary,no,6112,no,no,cellular,3,feb,211,unknown,1,None
3110,34.0,admin.,married,secondary,no,155,no,no,cellular,5,feb,696,unknown,1,None
3111,24.0,blue-collar,single,secondary,no,9883,no,no,cellular,8,jul,210,unknown,1,None
3112,48.0,blue-collar,single,primary,no,8990,no,no,telephone,2,feb,1790,unknown,1,None
3113,43.0,self-employed,single,unknown,no,3173,no,no,unknown,15,may,746,unknown,1,None
3114,32.0,technician,divorced,tertiary,no,53,no,no,cellular,22,aug,671,unknown,1,None
3115,32.0,blue-collar,single,secondary,no,217,yes,no,cellular,15,may,692,unknown,1,None
3116,45.0,blue-collar,married,primary,no,804,yes,no,unknown,16,may,528,unknown,1,None
3117,25.0,management,single,tertiary,no,3,yes,yes,cellular,16,apr,1034,unknown,1,None
3118,20.0,student,single,secondary,no,502,no,no,cellular,30,apr,261,unknown,1,None
3119,45.0,blue-collar,married,secondary,no,61,yes,no,unknown,26,may,745,unknown,1,None
3120,42.0,admin.,divorced,secondary,no,153,yes,no,unknown,16,may,844,unknown,1,None
3121,29.0,blue-collar,married,secondary,no,8,yes,yes,cellular,10,jul,627,unknown,1,None
3122,35.0,management,married,tertiary,no,2161,no,no,cellular,9,sep,569,unknown,1,None
3123,61.0,retired,married,tertiary,no,32685,no,no,cellular,2,mar,1447,unknown,1,None
3124,41.0,management,married,primary,no,5310,yes,no,cellular,17,nov,984,unknown,1,None
3125,34.0,blue-collar,divorced,secondary,no,383,yes,no,unknown,13,may,2231,unknown,1,None
3126,32.0,services,single,secondary,no,772,yes,no,unknown,15,may,697,unknown,1,None
3127,34.0,technician,single,secondary,no,2729,yes,no,cellular,18,nov,835,unknown,1,None
3128,35.0,blue-collar,married,unknown,no,520,yes,no,cellular,17,apr,476,unknown,1,None
3129,44.0,admin.,married,secondary,no,205,no,no,cellular,3,nov,289,unknown,1,None
3130,32.0,services,single,unknown,no,2378,no,no,cellular,17,nov,1132,unknown,1,None
3131,50.0,entrepreneur,married,primary,no,461,yes,no,unknown,15,may,651,unknown,1,None
3132,32.0,technician,single,secondary,no,116,yes,no,cellular,20,aug,718,unknown,1,None
3133,23.0,blue-collar,married,secondary,no,272,no,no,cellular,14,aug,100,unknown,1,None
3134,32.0,blue-collar,single,secondary,no,799,no,yes,cellular,23,jul,2078,unknown,1,None
3135,30.0,admin.,married,secondary,no,4457,yes,no,cellular,21,nov,566,unknown,1,None
3136,37.0,technician,married,unknown,no,189,no,no,cellular,16,jun,162,unknown,1,None
3137,35.0,technician,single,tertiary,no,1880,no,no,cellular,20,may,154,unknown,1,None
3138,36.0,services,divorced,secondary,yes,0,no,yes,cellular,15,jul,687,unknown,1,None
3139,39.0,management,married,secondary,no,11835,yes,no,cellular,11,aug,744,unknown,1,None
3140,25.0,technician,married,tertiary,no,839,yes,no,cellular,18,may,700,unknown,1,None
3141,33.0,management,single,tertiary,no,952,yes,no,cellular,29,apr,1241,unknown,1,None
3142,28.0,blue-collar,single,secondary,no,-197,yes,no,unknown,9,may,2016,unknown,1,None
3143,31.0,self-employed,single,tertiary,no,1657,yes,yes,cellular,28,jan,872,unknown,1,None
3144,41.0,entrepreneur,married,secondary,no,30,no,no,cellular,30,apr,460,unknown,1,None
3145,61.0,admin.,married,tertiary,no,1332,no,no,cellular,12,mar,156,unknown,1,None
3146,28.0,student,single,secondary,no,153,no,no,cellular,23,jul,1124,unknown,1,None
3147,46.0,admin.,married,secondary,no,70,yes,no,cellular,27,mar,229,unknown,1,None
3148,32.0,services,single,secondary,no,-198,yes,no,unknown,21,may,681,unknown,1,None
3149,57.0,housemaid,married,tertiary,no,2326,no,no,cellular,17,apr,378,unknown,1,None
3150,41.0,technician,married,tertiary,no,67,yes,no,cellular,19,nov,814,unknown,1,None
3151,45.0,student,single,unknown,no,1527,no,no,cellular,8,mar,132,unknown,1,None
3152,49.0,management,married,secondary,no,1623,yes,no,cellular,19,nov,1081,unknown,1,None
3153,30.0,blue-collar,single,primary,no,253,yes,no,cellular,5,may,259,unknown,1,None
3154,26.0,services,single,secondary,no,1445,no,no,telephone,23,oct,171,unknown,1,None
3155,39.0,blue-collar,married,unknown,no,1181,yes,no,cellular,30,jul,650,unknown,1,None
3156,52.0,retired,divorced,tertiary,no,-309,yes,no,unknown,19,jun,500,unknown,1,None
3157,46.0,admin.,divorced,secondary,no,2196,no,no,cellular,28,jul,573,unknown,1,None
3158,49.0,services,divorced,secondary,no,947,no,no,unknown,20,jun,808,unknown,1,None
3159,36.0,technician,married,tertiary,no,521,no,no,cellular,20,oct,347,unknown,1,None
3160,24.0,technician,married,secondary,no,556,yes,no,cellular,18,aug,460,unknown,1,None
3161,78.0,retired,divorced,primary,no,229,no,no,telephone,22,oct,97,unknown,1,None
3162,25.0,technician,single,secondary,no,325,no,no,cellular,22,oct,716,unknown,1,None
3163,31.0,management,single,tertiary,no,11821,no,no,cellular,18,aug,384,unknown,1,None
3164,41.0,technician,single,secondary,no,650,yes,no,cellular,20,nov,2420,unknown,1,None
3165,27.0,blue-collar,single,secondary,no,2486,yes,no,unknown,29,may,733,unknown,1,None
3166,50.0,technician,divorced,secondary,no,396,no,no,unknown,20,jun,716,unknown,1,None
3167,26.0,self-employed,single,tertiary,no,168,no,no,cellular,30,apr,394,unknown,1,None
3168,46.0,technician,married,unknown,no,3308,no,no,cellular,28,jul,219,unknown,1,None
3169,35.0,management,single,tertiary,no,18111,no,no,cellular,14,aug,172,unknown,1,None
3170,50.0,admin.,divorced,secondary,no,237,no,yes,telephone,5,nov,169,unknown,1,None
3171,34.0,admin.,divorced,secondary,no,1085,no,no,cellular,11,mar,101,unknown,1,None
3172,30.0,management,single,tertiary,no,1028,no,no,cellular,4,feb,1294,unknown,1,None
3173,22.0,admin.,single,secondary,no,114,no,no,cellular,30,mar,517,unknown,1,None
3174,59.0,admin.,married,secondary,no,0,yes,no,cellular,10,jul,982,unknown,1,None
3175,60.0,blue-collar,married,primary,no,631,no,no,cellular,12,aug,429,unknown,1,None
3176,59.0,services,married,secondary,no,2965,yes,no,cellular,13,may,1970,unknown,1,None
3177,35.0,management,divorced,tertiary,no,6997,yes,no,cellular,9,jul,1121,unknown,1,None
3178,53.0,retired,married,secondary,no,665,yes,no,cellular,22,apr,371,unknown,1,None
3179,39.0,management,married,tertiary,no,285,yes,no,cellular,15,jul,838,unknown,1,None
3180,37.0,admin.,single,secondary,no,245,yes,yes,unknown,7,may,732,unknown,1,None
3181,35.0,management,married,tertiary,no,1133,yes,no,cellular,3,nov,102,unknown,1,None
3182,42.0,management,married,tertiary,no,294,no,no,cellular,26,aug,513,unknown,1,None
3183,27.0,admin.,divorced,secondary,no,451,yes,no,cellular,16,jul,652,unknown,1,None
3184,57.0,unknown,married,unknown,no,19268,no,no,unknown,23,oct,301,unknown,1,None
3185,41.0,blue-collar,married,primary,no,1461,yes,no,unknown,6,jun,554,unknown,1,None
3186,37.0,housemaid,single,secondary,no,465,yes,no,cellular,18,may,899,unknown,1,None
3187,44.0,unemployed,divorced,tertiary,no,0,no,no,cellular,5,feb,1960,unknown,1,None
3188,32.0,technician,single,tertiary,no,654,yes,no,cellular,25,may,615,unknown,1,None
3189,42.0,services,married,tertiary,no,4216,no,no,cellular,12,jun,186,unknown,1,None
3190,54.0,admin.,married,secondary,no,66,yes,no,cellular,11,nov,167,unknown,1,None
3191,48.0,self-employed,married,tertiary,no,0,no,no,cellular,29,jan,1249,unknown,1,None
3192,73.0,retired,married,primary,no,5539,no,no,telephone,6,aug,338,unknown,1,None
3193,33.0,management,married,tertiary,no,2599,no,no,cellular,30,apr,1373,unknown,1,None
3194,42.0,management,married,tertiary,no,2187,yes,no,cellular,17,nov,525,unknown,1,None
3195,57.0,admin.,married,secondary,no,2120,no,no,cellular,19,aug,687,unknown,1,None
3196,29.0,services,single,primary,no,339,no,no,unknown,4,jul,1576,unknown,1,None
3197,47.0,blue-collar,married,secondary,no,8229,no,no,cellular,8,aug,784,unknown,1,None
3198,50.0,admin.,married,secondary,no,4855,no,no,cellular,5,aug,720,unknown,1,None
3199,40.0,technician,married,secondary,no,-357,yes,no,cellular,16,jul,700,unknown,1,None
3200,79.0,retired,married,secondary,no,8304,no,no,telephone,9,mar,303,unknown,1,None
3201,54.0,self-employed,single,tertiary,no,384,no,yes,cellular,27,may,200,unknown,1,None
3202,53.0,blue-collar,married,primary,no,751,yes,no,cellular,3,feb,1528,unknown,1,None
3203,33.0,blue-collar,divorced,secondary,no,3546,yes,no,unknown,23,may,777,unknown,1,None
3204,60.0,management,married,tertiary,no,73,no,no,telephone,8,aug,243,unknown,1,None
3205,35.0,self-employed,single,tertiary,no,71,no,no,cellular,15,jun,651,unknown,1,None
3206,52.0,services,married,primary,no,306,yes,no,cellular,13,may,650,unknown,1,None
3207,50.0,management,married,tertiary,no,3463,no,yes,cellular,28,oct,96,unknown,1,None
3208,73.0,retired,married,tertiary,no,459,no,no,cellular,17,feb,281,unknown,1,None
3209,35.0,admin.,married,tertiary,no,286,no,no,cellular,30,apr,949,unknown,1,None
3210,26.0,blue-collar,married,secondary,no,-11,yes,yes,cellular,17,jul,1150,unknown,1,None
3211,30.0,management,single,tertiary,no,8535,no,no,cellular,18,jun,393,unknown,1,None
3212,28.0,admin.,single,unknown,no,2736,no,no,cellular,8,jul,705,unknown,1,None
3213,41.0,self-employed,married,secondary,yes,0,yes,no,cellular,17,nov,789,unknown,1,None
3214,40.0,services,married,secondary,no,446,yes,no,unknown,16,may,1252,unknown,1,None
3215,64.0,retired,divorced,primary,no,315,no,no,cellular,17,feb,154,unknown,1,None
3216,48.0,technician,married,secondary,yes,0,no,no,unknown,30,may,682,unknown,1,None
3217,35.0,admin.,single,secondary,no,507,yes,no,cellular,22,jul,560,unknown,1,None
3218,25.0,services,single,secondary,no,801,no,no,cellular,5,jun,255,unknown,1,None
3219,43.0,management,married,tertiary,no,0,no,no,cellular,14,jul,1153,unknown,1,None
3220,29.0,management,single,tertiary,no,572,yes,no,telephone,8,nov,319,unknown,1,None
3221,64.0,retired,married,unknown,no,34,no,no,cellular,26,aug,244,unknown,1,None
3222,38.0,technician,single,tertiary,no,508,yes,yes,cellular,12,aug,1103,unknown,1,None
3223,36.0,management,married,tertiary,no,926,no,no,cellular,14,apr,216,unknown,1,None
3224,33.0,blue-collar,single,primary,no,611,no,no,telephone,16,sep,390,unknown,1,None
3225,32.0,admin.,married,secondary,no,1604,no,yes,cellular,7,jul,625,unknown,1,None
3226,38.0,technician,divorced,tertiary,no,1805,no,no,unknown,9,jun,952,unknown,1,None
3227,43.0,blue-collar,single,primary,no,-399,no,yes,cellular,28,jul,662,unknown,1,None
3228,31.0,technician,single,tertiary,no,208,no,no,cellular,12,aug,1344,unknown,1,None
3229,30.0,management,married,tertiary,no,10884,no,no,cellular,4,may,333,unknown,1,None
3230,46.0,admin.,married,secondary,no,556,yes,yes,unknown,15,may,646,unknown,1,None
3231,52.0,management,married,tertiary,no,7192,no,no,cellular,4,aug,1486,unknown,1,None
3232,35.0,technician,single,tertiary,no,13460,yes,no,cellular,15,may,1068,unknown,1,None
3233,71.0,retired,married,primary,no,2988,no,no,telephone,17,apr,130,unknown,1,None
3234,30.0,management,single,tertiary,no,102,yes,no,cellular,18,dec,364,unknown,1,None
3235,34.0,management,single,tertiary,no,-578,yes,no,cellular,18,may,767,unknown,1,None
3236,51.0,admin.,married,secondary,no,241,no,no,cellular,7,dec,308,unknown,1,None
3237,25.0,services,single,secondary,no,162,yes,no,cellular,1,sep,531,unknown,1,None
3238,48.0,management,married,tertiary,no,5320,yes,no,unknown,20,jun,792,unknown,1,None
3239,55.0,management,married,unknown,no,1504,yes,no,cellular,22,may,338,unknown,1,None
3240,26.0,blue-collar,single,secondary,no,191,yes,no,cellular,6,may,550,unknown,1,None
3241,27.0,admin.,married,tertiary,no,73,no,no,cellular,10,feb,159,unknown,1,None
3242,75.0,retired,married,primary,no,358,no,no,cellular,17,feb,364,unknown,1,None
3243,32.0,technician,single,secondary,no,483,no,no,cellular,8,aug,580,unknown,1,None
3244,39.0,management,single,tertiary,no,5047,no,no,cellular,29,apr,218,unknown,1,None
3245,46.0,technician,single,secondary,no,5862,no,no,cellular,1,jun,84,unknown,1,None
3246,40.0,management,married,tertiary,no,0,yes,no,cellular,25,mar,506,unknown,1,None
3247,36.0,blue-collar,divorced,secondary,no,2843,no,no,cellular,14,aug,186,unknown,1,None
3248,54.0,self-employed,divorced,primary,no,351,yes,no,unknown,6,jun,642,unknown,1,None
3249,37.0,blue-collar,single,secondary,no,133,yes,no,cellular,11,may,1388,unknown,1,None
3250,25.0,student,single,unknown,no,3,no,no,cellular,26,may,170,unknown,1,None
3251,29.0,management,single,tertiary,no,15459,no,no,cellular,18,feb,264,unknown,1,None
3252,32.0,management,single,tertiary,no,2551,yes,no,cellular,21,jul,638,unknown,1,None
3253,64.0,retired,married,secondary,no,571,yes,no,cellular,20,apr,1422,unknown,1,None
3254,55.0,management,married,tertiary,no,7803,no,no,cellular,15,jan,441,unknown,1,None
3255,56.0,management,married,primary,no,0,no,no,cellular,3,feb,996,unknown,1,None
3256,28.0,admin.,single,unknown,no,24,yes,no,cellular,18,jul,415,unknown,1,None
3257,52.0,management,divorced,tertiary,no,2104,no,no,cellular,3,jun,210,unknown,1,None
3258,36.0,technician,divorced,secondary,no,3158,yes,no,cellular,3,jun,144,unknown,1,None
3259,25.0,student,married,tertiary,no,10,yes,no,cellular,21,jul,857,unknown,1,None
3260,66.0,self-employed,married,tertiary,no,147,no,no,telephone,12,jan,411,unknown,1,None
3261,59.0,management,married,tertiary,no,474,no,no,cellular,21,aug,252,unknown,1,None
